call_id,layout_id,model_key,model_id,target_id,target_label,valid_prediction,true_x,true_y,pred_x,pred_y,absolute_x_error_px,absolute_y_error_px,euclidean_error_px,y_flipped_euclidean_error_px,within_60px,within_100px,within_150px,x_half_scored,x_half_correct,y_half_scored,y_half_correct,combined_halves_scored,combined_halves_correct
Falling_3:qwen:image_coordinates_v2,Falling_3,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,455.0,263.0,450.0,300.0,5.0,37.0,37.33630940518894,37.33630940518894,1,1,1,1,1,0,0,0,0
Falling_3:qwen:image_coordinates_v2,Falling_3,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,316.0,453.0,300.0,450.0,16.0,3.0,16.278820596099706,303.42214816983943,1,1,1,0,0,1,1,0,0
FallingAlt_9:qwen:image_coordinates_v2,FallingAlt_9,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,100.0,52.5,100.0,75.0,0.0,22.5,22.5,472.5,1,1,1,1,1,1,1,1,1
FallingAlt_9:qwen:image_coordinates_v2,FallingAlt_9,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,239.0,401.0,250.0,370.0,11.0,31.0,32.89376840679705,171.35343591536179,1,1,1,1,1,1,1,1,1
Prevention_4:qwen:image_coordinates_v2,Prevention_4,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,480.0,42.5,511.0,32.0,31.0,10.5,32.72995569810628,526.4135731532765,1,1,1,1,1,1,1,1,1
Prevention_4:qwen:image_coordinates_v2,Prevention_4,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,25.0,481.0,28.0,532.0,3.0,51.0,51.088159097779204,413.01089574005186,1,1,1,1,1,1,1,1,1
Falling_9:qwen:image_coordinates_v2,Falling_9,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,458.0,23.0,458.0,20.0,0.0,3.0,3.0,557.0,1,1,1,1,1,1,1,1,1
Falling_9:qwen:image_coordinates_v2,Falling_9,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,201.0,225.0,217.0,231.0,16.0,6.0,17.08800749063506,144.88616221019868,1,1,1,1,1,1,1,1,1
Remove_2:qwen:image_coordinates_v2,Remove_2,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,497.5,52.5,512.0,52.0,14.5,0.5,14.508618128546908,495.7121140339421,1,1,1,1,1,1,1,1,1
Remove_2:qwen:image_coordinates_v2,Remove_2,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,30.0,480.0,28.0,513.0,2.0,33.0,33.06055050963308,393.0050890255748,1,1,1,1,1,1,1,1,1
Prevention_10:qwen:image_coordinates_v2,Prevention_10,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,480.0,42.5,481.0,53.0,1.0,10.5,10.547511554864494,504.500991079304,1,1,1,1,1,1,1,1,1
Prevention_10:qwen:image_coordinates_v2,Prevention_10,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,297.0,315.0,300.0,300.0,3.0,15.0,15.297058540778355,15.297058540778355,1,1,1,0,0,0,0,0,0
Remove_1:qwen:image_coordinates_v2,Remove_1,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,497.5,52.5,500.0,55.0,2.5,2.5,3.5355339059327378,492.5063451367911,1,1,1,1,1,1,1,1,1
Remove_1:qwen:image_coordinates_v2,Remove_1,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,30.0,480.0,25.0,505.0,5.0,25.0,25.495097567963924,385.0324661635691,1,1,1,1,1,1,1,1,1
Prevention_7:qwen:image_coordinates_v2,Prevention_7,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,480.0,42.5,505.0,70.0,25.0,27.5,37.16517186829626,488.1406047441659,1,1,1,1,1,1,1,1,1
Prevention_7:qwen:image_coordinates_v2,Prevention_7,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,268.0,376.0,275.0,375.0,7.0,1.0,7.0710678118654755,151.16216457830973,1,1,1,0,0,1,1,0,0
Prevention_3:qwen:image_coordinates_v2,Prevention_3,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,480.0,42.5,513.0,32.0,33.0,10.5,34.630189141845584,526.5351365293678,1,1,1,1,1,1,1,1,1
Prevention_3:qwen:image_coordinates_v2,Prevention_3,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,475.0,529.0,462.0,537.0,13.0,8.0,15.264337522473747,466.1812952060604,1,1,1,1,1,1,1,1,1
Prevention_5:qwen:image_coordinates_v2,Prevention_5,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,480.0,42.5,520.0,30.0,40.0,12.5,41.907636535600524,529.0144137922898,1,1,1,1,1,1,1,1,1
Prevention_5:qwen:image_coordinates_v2,Prevention_5,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,506.0,468.0,525.0,500.0,19.0,32.0,37.21558813185679,368.4901626909462,1,1,1,1,1,1,1,1,1
Remove_8:qwen:image_coordinates_v2,Remove_8,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,270.0,52.0,300.0,70.0,30.0,18.0,34.9857113690718,478.94049734805265,1,1,1,0,0,1,1,0,0
Remove_8:qwen:image_coordinates_v2,Remove_8,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,324.0,575.0,350.0,575.0,26.0,0.0,26.0,550.6142025048028,1,1,1,0,0,1,1,0,0
Remove_7:qwen:image_coordinates_v2,Remove_7,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,375.0,166.0,400.0,250.0,25.0,84.0,87.64131445842195,185.6906028855526,0,1,1,1,1,1,1,1,1
Remove_7:qwen:image_coordinates_v2,Remove_7,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,30.0,480.0,25.0,480.0,5.0,0.0,5.0,360.0347205478938,1,1,1,1,1,1,1,1,1
Falling_5:qwen:image_coordinates_v2,Falling_5,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,144.0,24.0,140.0,20.0,4.0,4.0,5.656854249492381,556.0143883030366,1,1,1,1,1,1,1,1,1
Falling_5:qwen:image_coordinates_v2,Falling_5,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,342.0,355.0,335.0,335.0,7.0,20.0,21.18962010041709,90.27181176868004,1,1,1,0,0,0,0,0,0
Prevention_8:qwen:image_coordinates_v2,Prevention_8,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,480.0,42.5,480.0,40.0,0.0,2.5,2.5,517.5,1,1,1,1,1,1,1,1,1
Prevention_8:qwen:image_coordinates_v2,Prevention_8,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,514.0,582.0,550.0,580.0,36.0,2.0,36.05551275463989,563.151844532183,1,1,1,1,1,1,1,1,1
Remove_10:qwen:image_coordinates_v2,Remove_10,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,270.0,52.0,300.0,60.0,30.0,8.0,31.04834939252005,488.9212615544552,1,1,1,0,0,1,1,0,0
Remove_10:qwen:image_coordinates_v2,Remove_10,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,267.0,582.0,300.0,575.0,33.0,7.0,33.734255586866,557.9767020225845,1,1,1,0,0,1,1,0,0
Remove_6:qwen:image_coordinates_v2,Remove_6,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,380.0,270.0,410.0,325.0,30.0,55.0,62.64982043070834,30.4138126514911,0,1,1,1,1,0,0,0,0
Remove_6:qwen:image_coordinates_v2,Remove_6,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,30.0,480.0,30.0,480.0,0.0,0.0,0.0,360.0,1,1,1,1,1,1,1,1,1
Remove_5:qwen:image_coordinates_v2,Remove_5,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,285.0,52.0,300.0,55.0,15.0,3.0,15.297058540778355,493.22814193839343,1,1,1,0,0,1,1,0,0
Remove_5:qwen:image_coordinates_v2,Remove_5,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,30.0,480.0,30.0,515.0,0.0,35.0,35.0,395.0,1,1,1,1,1,1,1,1,1
Remove_9:qwen:image_coordinates_v2,Remove_9,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,270.0,52.0,285.0,60.0,15.0,8.0,17.0,488.2304783603744,1,1,1,0,0,1,1,0,0
Remove_9:qwen:image_coordinates_v2,Remove_9,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,500.0,578.0,525.0,575.0,25.0,3.0,25.179356624028344,553.5648110203538,1,1,1,1,1,1,1,1,1
Falling_1:qwen:image_coordinates_v2,Falling_1,qwen,qwen/qwen3.6-plus,green_container_center,green goal container,1,300.0,20.0,300.0,283.0,0.0,263.0,263.0,297.0,0,0,0,0,0,1,1,0,0
Falling_1:qwen:image_coordinates_v2,Falling_1,qwen,qwen/qwen3.6-plus,red_ball_center,red target ball,1,300.0,230.0,300.0,296.0,0.0,66.0,66.0,74.0,0,1,1,0,0,1,1,0,0
